yearbuilt,finsqft,cooling,bedroom,fullbath,halfbath,lotsize,totalvalue,esdistrict,msdistrict,hsdistrict,censustract,age,condition,fp
1956,1312,No Central Air,2,1,0,2.99,111500,Scottsville,Walton,Monticello,114,63,Average,1
1970,480,No Central Air,2,1,0,1.04,66200,Red Hill,Walton,Monticello,112.02,49,Average,0
1990,1741,Central Air,4,2,1,0.302,292300,Cale,Burley,Monticello,113.03,29,Average,1
2004,2128,Central Air,3,2,1,0.183,309300,Crozet,Henley,Western Albemarle,111,15,Average,1
1989,1172,Central Air,2,2,1,0,233800,Agnor-Hurt,Burley,Albemarle,106.02,30,Average,1
1977,1140,Central Air,2,1,1,2.007,302400,Stone-Robinson,Burley,Monticello,104.02,42,Average,1
1940,5987,Central Air,6,6,1,21.7,1355900,Meriwether Lewis,Henley,Western Albemarle,102.02,79,Average,1
1976,848,Central Air,2,1,0,1,121500,Scottsville,Walton,Monticello,113.01,43,Average,1
1990,1594,Central Air,3,2,0,0.273,314800,Cale,Walton,Monticello,113.03,29,Average,1
2013,5556,Central Air,4,4,2,21.231,1797200,Broadus Wood,Jouett,Albemarle,102.02,6,Average,1
1992,1244,Central Air,2,2,0,0.232,217700,Crozet,Henley,Western Albemarle,111,27,Average,0
2015,1728,Central Air,4,3,1,0.04,327700,Cale,Walton,Monticello,113.03,4,Average,1
2005,2230,Central Air,4,3,1,0.88,640300,Brownsville,Henley,Western Albemarle,111,14,Average,1
1989,2144,Central Air,4,2,1,1.02,387500,Brownsville,Henley,Western Albemarle,111,30,Average,1
2011,3610,Central Air,4,4,1,1.97,832700,Brownsville,Henley,Western Albemarle,111,8,Average,1
2018,2870,Central Air,3,3,1,20.8,1227100,Meriwether Lewis,Henley,Western Albemarle,101,1,Average,1
2005,1724,Central Air,3,2,0,5.026,220900,Red Hill,Walton,Monticello,114,14,Average,0
2001,3035,Central Air,4,3,0,4.208,589900,Baker-Butler,Sutherland,Albemarle,104.01,18,Average,1
2009,3988,Central Air,5,3,1,0.477,594100,Brownsville,Henley,Western Albemarle,111,10,Average,1
1993,1322,Central Air,3,2,1,0.089,179700,Baker-Butler,Sutherland,Albemarle,102.01,26,Average,1
1980,1196,Central Air,5,3,0,2.05,267000,Baker-Butler,Sutherland,Albemarle,102.01,39,Average,0
1990,4593,Central Air,5,4,1,4.19,1040400,Greer,Jouett,Albemarle,110,29,Average,1
2013,1692,Central Air,3,3,1,0.035,329200,Cale,Walton,Monticello,113.03,6,Average,1
2019,1636,Central Air,3,2,2,0.045,371700,Stone-Robinson,Burley,Monticello,105,0,Average,0
1961,2449,Central Air,3,2,1,2.136,514600,Brownsville,Henley,Western Albemarle,111,58,Average,1
1981,1167,Central Air,2,1,1,0,197500,Greer,Jouett,Albemarle,107,38,Average,1
1978,960,Central Air,3,1,0,2.08,150000,Scottsville,Walton,Monticello,113.01,41,Average,0
1971,1428,Central Air,3,1,1,0,177100,Agnor-Hurt,Burley,Albemarle,107,48,Average,0
1952,1092,Central Air,2,2,0,2.45,262700,Stone-Robinson,Burley,Monticello,104.02,67,Average,1
2001,1860,No Central Air,2,2,NA,21.836,369800,Red Hill,Walton,Monticello,114,18,Average,1
1973,919,Central Air,3,1,0,0.241,181700,Baker-Butler,Sutherland,Albemarle,102.01,46,Average,0
2006,2918,Central Air,4,2,1,0.24,498500,Brownsville,Henley,Western Albemarle,111,13,Average,1
2002,988,Central Air,1,1,1,6.126,292000,Stony Point,Sutherland,Albemarle,104.01,17,Average,0
1997,1324,Central Air,3,2,0,0.107,180700,Stony Point,Burley,Monticello,105,22,Average,1
1996,1619,Central Air,3,2,1,0.084,258400,Hollymead,Sutherland,Albemarle,103,23,Average,1
2003,2318,Central Air,4,2,1,0.489,401400,Cale,Walton,Monticello,113.03,16,Average,1
1980,1815,Central Air,4,2,0,3.789,323100,Broadus Wood,Jouett,Albemarle,101,39,Average,1
1964,1077,Central Air,4,1,0,2.76,224500,Red Hill,Walton,Monticello,113.01,55,Average,1
1992,1152,Central Air,3,3,0,2.94,199200,Stone-Robinson,Walton,Monticello,113.01,27,Average,0
1994,2412,Central Air,3,2,1,2.78,431600,Red Hill,Walton,Monticello,112.01,25,Average,1
1990,1835,Central Air,4,2,1,0.211,315800,Baker-Butler,Sutherland,Albemarle,103,29,Average,1
1975,1274,Central Air,3,2,0,0.931,290700,Baker-Butler,Sutherland,Albemarle,103,44,Average,1
1988,1813,Central Air,4,2,1,2.002,299800,Baker-Butler,Sutherland,Albemarle,102.01,31,Average,1
2013,1692,Central Air,3,2,1,0.06,309500,Baker-Butler,Sutherland,Albemarle,102.01,6,Average,0
1990,1821,Central Air,4,2,1,0.244,306200,Baker-Butler,Sutherland,Albemarle,103,29,Average,1
1987,1152,Central Air,2,2,1,0,202300,Greer,Jouett,Albemarle,107,32,Average,1
2009,1402,Central Air,3,2,0,0.049,257100,Baker-Butler,Sutherland,Albemarle,103,10,Average,0
2019,2936,Central Air,3,2,1,0.459,678500,Cale,Burley,Monticello,112.02,0,Average,1
1980,972,No Central Air,3,1,0,2.009,138400,Scottsville,Walton,Monticello,113.01,39,Average,0
2006,1754,Central Air,3,2,1,0.051,259800,Brownsville,Henley,Western Albemarle,111,13,Average,0
2003,3835,Central Air,4,4,1,1.401,749000,Broadus Wood,Jouett,Albemarle,102.01,16,Average,1
2018,4327,Central Air,5,4,1,0.689,776800,Cale,Walton,Monticello,112.02,1,Average,1
1996,1753,Central Air,3,3,0,0.7387,305200,Woodbrook,Jouett,Albemarle,106.01,23,Average,1
1975,1879,Central Air,3,3,1,5.997,407800,Broadus Wood,Jouett,Albemarle,102.02,44,Average,1
1959,1488,Central Air,2,1,0,2.18,300400,Crozet,Henley,Western Albemarle,101,60,Average,1
2000,2852,Central Air,5,3,1,0.505,537600,Woodbrook,Jouett,Albemarle,106.01,19,Average,1
1978,1908,Central Air,4,3,0,10,398700,Stone-Robinson,Walton,Monticello,113.01,41,Average,1
1994,1379,Central Air,3,2,1,0.041,226400,Agnor-Hurt,Burley,Albemarle,106.02,25,Average,1
1966,1323,Central Air,3,3,0,0.4322,320200,Woodbrook,Jouett,Albemarle,106.01,53,Average,1
2005,2224,Central Air,4,2,1,0.065,312800,Brownsville,Henley,Western Albemarle,111,14,Average,1
2000,2314,Central Air,4,3,1,0.455,412300,Stony Point,Burley,Monticello,105,19,Average,1
1988,1614,Central Air,4,2,0,0.346,330400,Cale,Walton,Monticello,113.03,31,Average,1
1987,2720,Central Air,3,2,1,6,556200,Red Hill,Walton,Monticello,112.01,32,Average,1
1970,1357,Central Air,4,2,1,0,307300,Baker-Butler,Sutherland,Albemarle,103,49,Average,1
1983,1396,Central Air,4,3,1,0.227,311700,Woodbrook,Jouett,Albemarle,106.01,36,Average,1
2001,3082,Central Air,3,2,2,0.204,475900,Cale,Burley,Monticello,112.02,18,Average,1
2000,2943,Central Air,4,2,1,0.496,495800,Woodbrook,Jouett,Albemarle,106.01,19,Average,1
2011,3898,Central Air,5,4,1,0.542,900100,Brownsville,Henley,Western Albemarle,111,8,Average,1
1986,980,No Central Air,3,1,0,3.45,208900,Stony Point,Burley,Monticello,105,33,Average,0
1975,2040,Central Air,3,3,0,7.3,714000,Murray,Henley,Western Albemarle,110,44,Average,1
1977,2088,Central Air,3,3,0,2.73,450900,Meriwether Lewis,Henley,Western Albemarle,110,42,Average,1
2015,2407,Central Air,3,3,1,0.149,530200,Brownsville,Henley,Western Albemarle,111,4,Average,1
2011,1692,Central Air,3,3,1,0.04,370800,Brownsville,Henley,Western Albemarle,111,8,Average,0
1992,1232,Central Air,3,2,0,2.298,236900,Crozet,Henley,Western Albemarle,101,27,Average,0
1996,2600,Central Air,3,2,0,2.305,292800,Stone-Robinson,Walton,Monticello,113.01,23,Average,0
1976,1056,Central Air,2,1,0,2,172400,Red Hill,Walton,Monticello,113.01,43,Average,1
1986,2927,Central Air,4,4,1,2.822,563100,Meriwether Lewis,Henley,Western Albemarle,101,33,Average,1
1972,1391,Central Air,4,3,0,0.6994,316800,Woodbrook,Jouett,Albemarle,106.01,47,Average,1
2005,3094,Central Air,4,3,1,5.42,509800,Red Hill,Walton,Monticello,113.01,14,Average,1
1971,1428,Central Air,3,1,1,0,165900,Agnor-Hurt,Burley,Albemarle,107,48,Average,0
2010,4044,Central Air,5,3,1,0.529,833500,Brownsville,Henley,Western Albemarle,111,9,Average,1
2004,3488,Central Air,5,4,1,0.341,610500,Agnor-Hurt,Burley,Albemarle,106.02,15,Average,1
1994,2436,Central Air,3,4,1,1.793,386000,Broadus Wood,Jouett,Albemarle,101,25,Average,1
2000,1532,Central Air,3,2,0,0.165,314800,Cale,Burley,Monticello,112.02,19,Average,1
2004,2733,Central Air,4,2,2,0.23,459800,Brownsville,Henley,Western Albemarle,111,15,Average,1
2009,1252,Central Air,3,2,0,7.315,206500,Red Hill,Walton,Monticello,114,10,Average,0
2011,1606,Central Air,3,2,1,0.058,252500,Greer,Jouett,Albemarle,108,8,Average,0
1972,1063,Central Air,4,2,1,0,237100,Agnor-Hurt,Burley,Albemarle,107,47,Average,0
1959,950,No Central Air,3,1,0,0,291200,Murray,Henley,Western Albemarle,110,60,Average,0
2006,2196,Central Air,4,2,1,0.2,489100,Brownsville,Henley,Western Albemarle,111,13,Average,0
1996,1707,Central Air,3,2,0,0.242,285200,Crozet,Henley,Western Albemarle,111,23,Average,0
1968,1386,Central Air,3,2,2,0,216700,Greer,Jouett,Albemarle,108,51,Average,0
1950,1350,Central Air,3,1,0,3.76,152500,Broadus Wood,Jouett,Albemarle,101,69,Average,0
2005,1244,Central Air,2,2,1,0.047,170600,Crozet,Henley,Western Albemarle,111,14,Average,0
2013,2192,Central Air,3,2,1,2.868,465500,Stone-Robinson,Burley,Monticello,104.01,6,Average,1
1983,1323,Central Air,3,1,2,0.094,233400,Greer,Jouett,Albemarle,108,36,Average,1
1990,1296,Central Air,2,2,0,0,203700,Woodbrook,Jouett,Albemarle,106.01,29,Average,0
2014,1694,Central Air,4,3,1,0.074,363300,Agnor-Hurt,Burley,Albemarle,106.02,5,Average,0
1997,1606,Central Air,3,2,0,0.25,365000,Cale,Burley,Monticello,112.02,22,Average,1
1962,1450,Central Air,3,2,0,0,300300,Greer,Jouett,Albemarle,108,57,Average,1
1979,1686,Central Air,3,2,2,0,338300,Hollymead,Sutherland,Albemarle,103,40,Average,1
1979,1196,Central Air,3,2,1,0.948,277800,Baker-Butler,Sutherland,Albemarle,103,40,Average,1
2003,1652,Central Air,3,3,0,1.469,286200,Red Hill,Walton,Monticello,112.01,16,Average,0
1990,2253,Central Air,3,2,1,1.636,285400,Stone-Robinson,Burley,Monticello,104.01,29,Average,1
1983,880,Central Air,2,1,0,0,188700,Agnor-Hurt,Burley,Albemarle,106.02,36,Average,1
2006,2632,Central Air,4,2,1,0.143,346600,Crozet,Henley,Western Albemarle,111,13,Average,1
1939,1812,Central Air,6,3,0,148.61,2865300,Cale,Walton,Monticello,113.01,80,Average,1
1957,1742,Central Air,2,1,1,4.39,346100,Meriwether Lewis,Henley,Western Albemarle,101,62,Average,1
1981,1276,Central Air,3,1,1,0,192600,Woodbrook,Jouett,Albemarle,107,38,Average,1
1981,912,Central Air,2,1,0,0.093,158400,Baker-Butler,Sutherland,Albemarle,102.01,38,Average,0
2001,2914,Central Air,3,2,1,0.241,452500,Cale,Burley,Monticello,112.02,18,Average,1
2003,1913,Central Air,4,3,1,0.121,293300,Hollymead,Sutherland,Albemarle,103,16,Average,1
2000,3059,Central Air,4,3,1,5.741,460500,Broadus Wood,Jouett,Albemarle,102.02,19,Average,1
2004,2915,Central Air,5,3,0,1.495,505300,Broadus Wood,Jouett,Albemarle,101,15,Average,1
1969,1488,No Central Air,3,2,0,0.5,244300,Crozet,Henley,Western Albemarle,111,50,Average,1
1977,2434,Central Air,4,3,1,25,734600,Stone-Robinson,Burley,Monticello,104.02,42,Average,1
1983,1248,Central Air,5,3,0,0.252,309900,Woodbrook,Jouett,Albemarle,106.01,36,Average,1
1979,1440,No Central Air,3,1,1,6.33,201000,Stone-Robinson,Walton,Monticello,113.01,40,Average,1
2013,1474,Central Air,3,2,1,0.037,287600,Cale,Walton,Monticello,113.03,6,Average,1
1961,1755,Central Air,4,1,1,0.4372,279500,Woodbrook,Jouett,Albemarle,106.01,58,Average,1
1997,1619,Central Air,3,2,1,0.09,261600,Hollymead,Sutherland,Albemarle,103,22,Average,1
1970,3079,Central Air,5,3,0,5.006,533000,Broadus Wood,Jouett,Albemarle,102.02,49,Average,1
1999,2500,Central Air,4,3,1,0.284,425000,Agnor-Hurt,Burley,Albemarle,106.02,20,Average,1
1977,1104,No Central Air,3,2,0,2.285,258400,Stone-Robinson,Burley,Monticello,104.02,42,Average,0
2017,1898,Central Air,3,2,2,0.032,319800,Baker-Butler,Sutherland,Albemarle,103,2,Average,0
2015,1892,Central Air,3,3,1,0.0577,436800,Brownsville,Henley,Western Albemarle,111,4,Average,0
2017,1834,Central Air,3,3,1,0.04,420600,Stone-Robinson,Burley,Monticello,105,2,Average,1
2009,1602,Central Air,3,2,1,0.067,248300,Greer,Jouett,Albemarle,108,10,Average,0
2006,6086,Central Air,6,6,1,5.292,1262000,Murray,Henley,Western Albemarle,112.01,13,Average,1
1976,2107,Central Air,4,3,0,2,331500,Broadus Wood,Jouett,Albemarle,102.01,43,Average,1
1989,1696,Central Air,3,2,1,0.279,310800,Baker-Butler,Sutherland,Albemarle,103,30,Average,1
1962,2114,Central Air,4,3,0,1.591,364200,Woodbrook,Jouett,Albemarle,106.01,57,Average,1
2006,2088,Central Air,3,2,1,0.228,364800,Crozet,Henley,Western Albemarle,111,13,Average,1
1962,1541,Central Air,3,3,0,0,321900,Greer,Jouett,Albemarle,108,57,Average,1
1965,1332,No Central Air,2,1,0,0.794,113500,Stone-Robinson,Burley,Monticello,104.01,54,Average,1
1980,1344,Central Air,4,3,0,0,307700,Hollymead,Sutherland,Albemarle,103,39,Average,1
2016,2042,Central Air,3,3,1,0.026,391500,Woodbrook,Jouett,Albemarle,107,3,Average,0
1973,1260,Central Air,4,3,0,0.3611,273300,Woodbrook,Jouett,Albemarle,106.01,46,Average,1
1995,2828,Central Air,4,3,0,2.6,439400,Stony Point,Sutherland,Albemarle,104.01,24,Average,1
1991,1236,Central Air,2,2,0,0,258700,Agnor-Hurt,Burley,Albemarle,106.02,28,Average,1
1989,1824,Central Air,4,2,1,0.379,346200,Baker-Butler,Sutherland,Albemarle,103,30,Average,1
1962,1200,Central Air,3,1,0,2.95,240400,Stony Point,Burley,Monticello,105,57,Average,1
1991,999,Central Air,3,1,0,0,177400,Crozet,Henley,Western Albemarle,111,28,Average,0
2000,2004,Central Air,3,2,1,0.205,369000,Cale,Burley,Monticello,112.02,19,Average,1
1981,1230,Central Air,3,1,1,0,167700,Agnor-Hurt,Jouett,Albemarle,107,38,Average,0
2018,2693,Central Air,3,2,1,0.23,496100,Cale,Burley,Monticello,113.02,1,Average,1
2012,1280,Central Air,3,2,1,0.062,275700,Brownsville,Henley,Western Albemarle,111,7,Average,0
1978,1262,Central Air,3,2,1,2.013,179500,Scottsville,Walton,Monticello,114,41,Average,1
2003,2651,Central Air,4,2,1,0.33,452500,Woodbrook,Jouett,Albemarle,106.01,16,Average,1
1953,618,No Central Air,2,1,0,1.78,127000,Crozet,Henley,Western Albemarle,101,66,Average,0
2011,1804,Central Air,3,2,1,0.049,414500,Greer,Jouett,Albemarle,109.02,8,Average,0
1993,1599,Central Air,4,2,0,0.152,259400,Cale,Walton,Monticello,113.01,26,Average,1
1950,1217,Central Air,3,1,0,0.5,84900,Stone-Robinson,Burley,Monticello,104.02,69,Average,0
1984,2483,Central Air,2,2,1,5.672,515500,Meriwether Lewis,Henley,Western Albemarle,110,35,Average,1
1991,3118,Central Air,5,3,1,2.029,647900,Baker-Butler,Sutherland,Albemarle,104.01,28,Average,1
2009,1420,Central Air,4,3,0,0.05,272300,Baker-Butler,Sutherland,Albemarle,103,10,Average,0
2010,3558,Central Air,5,3,1,0.487,680900,Hollymead,Sutherland,Albemarle,103,9,Average,1
1971,1120,Central Air,3,1,0,0,245200,Crozet,Henley,Western Albemarle,111,48,Average,0
2006,3279,Central Air,3,3,1,10.826,1082200,Murray,Henley,Western Albemarle,112.02,13,Average,1
1994,2031,Central Air,3,2,1,0.431,364300,Crozet,Henley,Western Albemarle,111,25,Average,0
2014,1680,Central Air,3,3,1,0.054,376700,Agnor-Hurt,Burley,Albemarle,106.02,5,Average,1
1979,1992,Central Air,3,2,1,8.256,289400,Scottsville,Walton,Monticello,114,40,Average,1
2016,2449,Central Air,4,3,1,0.097,435900,Baker-Butler,Sutherland,Albemarle,103,3,Average,1
1993,1615,Central Air,3,2,1,0,235200,Baker-Butler,Sutherland,Albemarle,103,26,Average,1
1997,1837,No Central Air,3,2,1,0.225,279000,Crozet,Henley,Western Albemarle,111,22,Average,0
2014,3364,Central Air,5,4,2,0.46,627200,Stony Point,Burley,Monticello,105,5,Average,1
1970,2869,Central Air,4,3,1,1.588,475800,Greer,Jouett,Albemarle,108,49,Average,1
2013,4404,Central Air,4,4,1,0.682,1047700,Brownsville,Henley,Western Albemarle,111,6,Average,1
2018,1600,Central Air,3,3,1,0.03,277100,Baker-Butler,Sutherland,Albemarle,103,1,Average,0
2016,4460,Central Air,4,3,1,23.1,980100,Stone-Robinson,Burley,Monticello,104.02,3,Average,1
2007,2672,No Central Air,3,4,0,5.807,558200,Red Hill,Walton,Monticello,112.01,12,Average,1
1990,2093,Central Air,4,3,1,0.224,375500,Woodbrook,Jouett,Albemarle,106.01,29,Average,1
1970,1468,Central Air,3,3,0,0.32,191800,Agnor-Hurt,Burley,Albemarle,108,49,Average,1
2004,2084,Central Air,3,2,1,4.242,364300,Broadus Wood,Jouett,Albemarle,102.02,15,Average,0
1996,2984,Central Air,4,3,1,2.774,375300,Meriwether Lewis,Henley,Western Albemarle,102.02,23,Average,1
1960,3396,Central Air,4,3,0,0,503000,Stony Point,Burley,Monticello,105,59,Average,1
2006,2866,Central Air,5,3,1,0.713,522800,Cale,Burley,Monticello,112.02,13,Average,1
2000,4458,Central Air,4,3,1,0.801,821200,Stone-Robinson,Burley,Monticello,104.02,19,Average,1
1998,1492,Central Air,3,2,1,0.186,363000,Cale,Burley,Monticello,112.02,21,Average,1
1988,2098,Central Air,4,2,1,2.207,320900,Baker-Butler,Sutherland,Albemarle,102.01,31,Average,1
1975,1125,No Central Air,3,1,1,0.2084,188300,Baker-Butler,Sutherland,Albemarle,102.01,44,Average,0
1964,1434,Central Air,3,2,0,0.294,274000,Woodbrook,Jouett,Albemarle,106.01,55,Average,1
2001,2329,Central Air,4,2,1,0.41,405500,Stony Point,Burley,Monticello,105,18,Average,1
2001,2387,Central Air,3,2,1,0.283,399200,Brownsville,Henley,Western Albemarle,111,18,Average,1
2015,4325,Central Air,4,4,1,12.5,1238200,Meriwether Lewis,Henley,Western Albemarle,102.02,4,Average,1
2004,2762,Central Air,4,3,1,2.5,522000,Brownsville,Henley,Western Albemarle,111,15,Average,1
2007,2080,Central Air,3,2,0,6,289900,Scottsville,Walton,Monticello,114,12,Average,0
1967,1881,Central Air,3,2,0,0,262400,Greer,Jouett,Albemarle,108,52,Average,0
1969,1356,Central Air,4,2,2,0,233700,Greer,Jouett,Albemarle,108,50,Average,1
2008,1344,Central Air,3,2,0,5.018,198200,Scottsville,Walton,Monticello,114,11,Average,0
2002,3226,Central Air,4,3,1,4.467,894900,Murray,Henley,Western Albemarle,110,17,Average,1
2006,2436,Central Air,4,2,1,4.9,422100,Red Hill,Walton,Monticello,113.01,13,Average,1
1989,1520,Central Air,3,2,0,0.31,214000,Crozet,Henley,Western Albemarle,111,30,Average,0
1972,1063,No Central Air,3,1,1,0,224400,Agnor-Hurt,Burley,Albemarle,107,47,Average,0
1990,1346,Central Air,3,2,0,0.372,306600,Cale,Walton,Monticello,113.03,29,Average,1
1964,1075,No Central Air,3,1,0,0,172200,Baker-Butler,Sutherland,Albemarle,103,55,Average,0
1983,1562,Central Air,3,2,0,2,320900,Stone-Robinson,Burley,Monticello,104.02,36,Average,0
1985,1304,Central Air,3,1,2,0,209900,Agnor-Hurt,Jouett,Albemarle,107,34,Average,1
1959,1202,Central Air,3,1,0,0.48,247300,Cale,Burley,Monticello,113.02,60,Average,1
1986,1925,Central Air,4,3,1,2.13,325900,Broadus Wood,Jouett,Albemarle,101,33,Average,1
2001,2481,Central Air,4,3,1,2.008,459000,Red Hill,Walton,Monticello,112.02,18,Average,1
1995,1634,Central Air,3,2,1,0.282,285000,Hollymead,Sutherland,Albemarle,103,24,Average,1
1983,1848,Central Air,3,3,0,1.834,325100,Broadus Wood,Jouett,Albemarle,102.01,36,Average,1
1990,2464,Central Air,4,3,1,2.965,418600,Broadus Wood,Jouett,Albemarle,102.02,29,Average,1
1986,1020,No Central Air,2,1,0,1,165400,Red Hill,Walton,Monticello,112.01,33,Average,1
1989,2208,Central Air,4,2,1,0.417,397700,Baker-Butler,Sutherland,Albemarle,103,30,Average,1
2001,2006,Central Air,3,2,0,0.162,397000,Cale,Burley,Monticello,112.02,18,Average,0
1986,1492,Central Air,4,3,0,0.3595,332000,Cale,Burley,Monticello,113.03,33,Average,0
1980,2368,Central Air,4,3,0,0.629,298300,Greer,Jouett,Albemarle,108,39,Average,1
1963,2540,Central Air,3,2,0,0.7553,344400,Woodbrook,Jouett,Albemarle,106.01,56,Average,1
1979,1496,Central Air,4,2,0,1.054,233100,Stone-Robinson,Walton,Monticello,104.02,40,Average,1
1991,1774,Central Air,4,2,1,0.253,303500,Cale,Burley,Monticello,113.03,28,Average,1
2014,1562,Central Air,3,2,1,0.037,303900,Cale,Walton,Monticello,113.03,5,Average,1
1974,1474,Central Air,3,2,1,0,183700,Cale,Burley,Monticello,113.02,45,Average,1
1990,1635,Central Air,3,2,0,0,262800,Baker-Butler,Sutherland,Albemarle,103,29,Average,1
1945,1376,Central Air,3,2,0,2.49,310000,Meriwether Lewis,Henley,Western Albemarle,110,74,Average,1
1971,2128,Central Air,4,2,1,0.536,354800,Greer,Jouett,Albemarle,108,48,Average,1
2010,2192,Central Air,3,2,1,0.06,392600,Agnor-Hurt,Burley,Albemarle,106.02,9,Average,1
1991,1966,Central Air,3,2,0,2.2,388800,Cale,Walton,Monticello,113.01,28,Average,1
2015,2672,Central Air,2,3,0,0.144,558700,Brownsville,Henley,Western Albemarle,111,4,Average,1
2001,2092,Central Air,4,3,1,0.269,398800,Cale,Burley,Monticello,112.02,18,Average,1
1985,2320,Central Air,3,2,0,3.18,408000,Stone-Robinson,Burley,Monticello,104.02,34,Average,1
1970,960,No Central Air,2,1,0,30.66,752100,Meriwether Lewis,Henley,Western Albemarle,101,49,Average,0
1984,1280,Central Air,3,1,2,0.116,269800,Agnor-Hurt,Burley,Albemarle,106.02,35,Average,1
1979,2366,Central Air,4,2,1,0.592,339100,Woodbrook,Jouett,Albemarle,106.01,40,Average,1
1974,2790,Central Air,4,2,1,0,313600,Agnor-Hurt,Burley,Albemarle,107,45,Average,1
2007,1558,Central Air,3,2,1,0.041,270200,Cale,Walton,Monticello,113.01,12,Average,0
1978,1248,Central Air,3,2,1,0,288500,Hollymead,Sutherland,Albemarle,103,41,Average,1
1968,1286,No Central Air,3,1,0,11.35,197200,Scottsville,Walton,Monticello,113.01,51,Average,1
1964,954,No Central Air,2,1,0,14.6,173000,Scottsville,Walton,Monticello,113.01,55,Average,0
2011,2144,Central Air,3,2,0,0.175,413100,Crozet,Henley,Western Albemarle,111,8,Average,0
1991,4085,Central Air,3,3,1,3.915,791700,Murray,Henley,Western Albemarle,110,28,Average,1
