County,State,CKD_number,POP_total,Hypertension,Obesity,Heart_disease,Diabetes,Smoking,Food_Env_Index,Excessive_drinking,Unemployed,Median_household_income,POP_65,POP_Black,POP_White
WAYNE,Iowa,224,4776,28.57,42.5,9.8,13.4,21.8,7.2,23,3.7,53282,21.9,0.5,95.3
WEBSTER,Iowa,244,28393,25.99,35.1,7.9,10.9,19.9,7.5,23,4.6,55183,18.6,4.8,85.1
WINNEBAGO,Iowa,332,8199,39.06,35.6,7.8,10.8,17.1,9,24,4.2,59949,22,1.4,90.5
WINNESHIEK,Iowa,526,16320,37.17,30.4,7,9.2,15.4,9.2,26,4.1,70482,22.1,0.9,94.7
WOODBURY,Iowa,725,75797,31.04,34.1,6.9,10.7,18,8.6,21,4.3,60110,15.3,5,69.1
WORTH,Iowa,939,5913,16.67,34.2,7.8,10.7,17.7,9.2,25,4.2,64965,22.1,0.8,93.7
WRIGHT,Iowa,334,9650,28.75,38.9,9.2,12.5,19.6,8.7,22,4.1,61072,23.2,1,83.1
ALLEN,Kansas,267,9654,23.29,39.6,8.6,13.6,21.6,7.7,19,3,50794,21.2,2.1,89.2
ANDERSON,Kansas,249,5881,30,39.1,9,13.1,21.3,7.9,20,2.5,57068,20.9,0.8,93.1
ATCHISON,Kansas,203,12412,30.51,35.1,7.8,11.8,20,7.4,20,3.8,57445,18.1,4.4,88.2
BARBER,Kansas,277,3448,25,40,9.6,14,21.2,7.7,19,1.9,56344,25,0.9,90.6
BARTON,Kansas,949,19904,23.65,36.6,8.5,13.6,20.3,7.2,17,2.9,54236,20.1,1.5,80
BOURBON,Kansas,337,10889,28.57,42.5,9,14,20.9,7.1,18,3.7,51355,20.1,2.9,89.1
BROWN,Kansas,156,7174,18.64,40.1,8.7,13.7,21.5,6.9,19,2.7,52446,21,1.6,81.6
BUTLER,Kansas,401,49769,25.19,38.2,6.9,11,18.1,8,20,3.5,71826,16,2.1,87.5
CHASE,Kansas,215,2104,25,38.6,9,13.4,17.8,5.7,20,2.4,57415,24.3,1.5,89.1
CHAUTAUQUA,Kansas,553,2651,17.39,38.3,11.1,15.7,24.1,5.8,19,4,46986,25.5,1.4,83.2
CHEROKEE,Kansas,183,15405,28.74,38,9,14,21.8,6.3,19,2.9,51353,19.4,0.9,86.3
CHEYENNE,Kansas,9120,2093,10,37.5,9.6,13.8,19,8,19,1.8,49281,27.6,0.6,89
CLARK,Kansas,2111,1522,11.11,39.4,8.4,12.3,16.8,5.4,19,1.8,58699,21.9,0.5,81.7
CLAY,Kansas,450,6114,17.31,36.2,8.1,12.3,18,7.9,21,2.6,59343,23.5,1.1,92.2
CLOUD,Kansas,134,6777,21.88,38.6,8.8,13,20,7.3,19,2.8,50176,21.3,1.2,91.7
COFFEY,Kansas,254,6437,15.38,37.6,8.1,12.2,19,6.8,19,3.2,64991,22.1,0.8,92.1
COMANCHE,Kansas,3731,1333,0,33.5,8.4,12.4,18,8.3,20,2.1,51548,27.1,0.4,89.4
COWLEY,Kansas,302,26899,20.56,40.7,8,12.4,19.8,7.3,17,3.4,51699,18.2,2.7,78.3
CRAWFORD,Kansas,663,30529,21.93,32.5,7.2,10.9,20.9,6.6,21,3.2,47718,15.9,2.1,85.5
DECATUR,Kansas,1752,2313,20,35.6,10.5,14.7,19.8,7.1,19,2.6,49062,29,1.1,92.4
DICKINSON,Kansas,423,14278,15.53,40.3,8.4,12.5,18.9,8.2,21,3,60693,20.3,1.2,89.4
DONIPHAN,Kansas,164,6056,34,36.3,8.1,12.1,20.6,7.6,19,2.7,59400,20.2,3.1,89.7
DOUGLAS,Kansas,320,99347,21.66,30.2,5,7.9,15.8,7.9,21,3.1,59763,13.5,4.4,78.1
EDWARDS,Kansas,186,2184,27.27,38,9.2,14.3,19.2,8.7,19,2.1,40896,22.6,1.2,73.7
ELK,Kansas,894,1965,35.71,39.4,11.5,16.3,22.6,6.2,19,2.8,45405,28.6,0.1,89.1
ELLIS,Kansas,971,22512,33.6,34.5,6.4,9.9,16.4,8,21,1.9,58846,16.8,1.3,88.7
ELLSWORTH,Kansas,511,5059,24.39,39.8,8.2,12.7,18.4,7.9,21,2.2,59368,21.4,5.6,85.2
FINNEY,Kansas,178,25573,29.06,44.2,6.5,12.9,18.5,8.1,17,2.1,62157,11.8,3.9,39.3
FORD,Kansas,914,23675,28,40.9,7.2,13.8,18.6,8.5,18,2.1,67105,11.7,2.4,37.9
FRANKLIN,Kansas,258,19541,24.77,37.7,7.3,11.6,19.2,6.8,19,3.1,64136,17.7,1.3,90.3
GEARY,Kansas,458,22565,26.74,37.9,4.6,8.9,19.1,6.5,18,4.3,54104,9,16.4,56.1
GOVE,Kansas,2255,1986,22.22,34.1,9.3,13.2,19,5.5,20,1.9,58442,23.1,0.5,93.7
GRAHAM,Kansas,180,2008,25,39,10,14.2,20.8,8,19,2.9,49884,26.5,3.6,86.8
GRANT,Kansas,344,5079,25,40.3,7,12.9,17.7,8.6,18,3,64425,14.9,0.6,47.7
GRAY,Kansas,334,4284,17.65,36.2,7,11.1,17.6,8.6,19,1.7,69219,15.7,0.7,80.1
GREELEY,Kansas,205,908,46.15,36.7,8.4,12.5,18.3,8.4,19,1.2,65448,19.3,0.4,77.1
GREENWOOD,Kansas,385,4738,35.29,38.9,9.8,14.8,20.6,6.5,20,2.8,50157,26.7,0.5,91.1
HAMILTON,Kansas,127,1858,40,39.8,7.7,13,19.1,8.8,18,1.4,61066,15.9,0.7,59.2
HARPER,Kansas,681,4134,36.84,38,9.2,13.5,21.9,7.3,20,2.6,49103,23.7,0.8,88.9
HARVEY,Kansas,389,25968,32.29,33.4,7.5,11.2,18.1,8.6,18,2.9,65989,19.8,1.7,81.6
HASKELL,Kansas,250,2872,30.77,36.9,8,13.6,20.4,8.6,17,1.8,66245,16.4,0.4,65.2
HODGEMAN,Kansas,1407,1405,20,35.8,8.7,12.8,16.7,8.1,19,1.8,65042,22.1,1.9,85
JACKSON,Kansas,74,9972,21.05,39,7.9,12.5,19.5,8,19,2.6,54623,19.3,0.9,82.7
JEFFERSON,Kansas,110,14647,24.21,35.8,7.5,11.6,18.3,9.1,20,3,73702,20,0.8,92.7
JEWELL,Kansas,549,2302,28.57,39.5,11.5,16,21.3,7.2,19,2.2,52362,30.9,0.5,94.7
JOHNSON,Kansas,78,451912,26.39,27.2,5.4,8.2,11.2,9.1,20,2.7,93220,15.5,4.9,78.7
KEARNY,Kansas,52,2801,33.33,42.3,8.3,13.8,20.9,8.3,18,1.6,76518,16.4,1,63
KINGMAN,Kansas,195,5706,32.65,35,8,11.9,17.3,7.9,20,3.1,58917,21.3,0.4,92.1
KIOWA,Kansas,235,1942,50,37.9,8.3,12.3,19.5,7.6,19,2.1,55600,23.4,1.4,88.9
LABETTE,Kansas,205,15172,20.22,39.9,8.9,14,21.9,7.3,19,3.4,49185,20,3.9,84.5
LANE,Kansas,44,1215,11.11,36.4,9.3,13.6,18.8,8,20,2,61506,23.4,0.9,83.7
LEAVENWORTH,Kansas,883,62068,32.14,35.7,6.2,11.2,18.1,7.8,21,3.3,81325,15.4,8.5,78.2
LINCOLN,Kansas,904,2344,17.65,37.2,8.9,13,18.8,7.8,20,2.2,53199,25.9,0.6,92.7
LINN,Kansas,92,7561,23.4,39.4,9.7,14.5,21.4,7.6,20,4.3,57104,22.3,0.9,92.4
LOGAN,Kansas,481,2159,7.69,35.2,8.1,12.3,19.7,8.2,20,1.6,61365,22.1,0.7,89.6
LYON,Kansas,194,25967,26.71,34,7,11,18.2,8.1,18,2.8,51420,16.3,2,70
MARION,Kansas,2258,21999,32.26,34.3,7.5,11.3,16.8,8.2,19,2.1,64853,20.4,1.2,90.7
MARSHALL,Kansas,78,9418,18.97,37.4,8.5,12.5,18.4,7.9,19,2.4,56983,23.6,0.9,91.6
MCPHERSON,Kansas,83,7405,14.97,39,8.8,13,19.7,7.8,21,1.9,55737,22.7,0.7,93.7
MEADE,Kansas,607,3085,17.65,38.7,8.6,13.1,19.5,7.6,19,2.2,68909,19,1.3,75.3
MIAMI,Kansas,164,25423,21.9,34.6,7,10.2,17,8.4,20,2.9,77550,17.8,1.3,91.9
MITCHELL,Kansas,776,4717,42.37,34.8,8.9,12.9,18.7,7.7,19,2,59001,23.2,0.4,93.8
MONTGOMERY,Kansas,746,24485,20.3,39.3,8.9,14.1,21.1,6.7,17,3.9,49251,20.6,4.8,78.5
MORRIS,Kansas,573,4389,17.07,39.2,9.1,13.5,18.4,7.7,19,2.4,53808,25.5,0.5,90.8
MORTON,Kansas,502,2020,16.67,39.5,8.6,13.7,20.7,7.4,18,2.6,57476,20.7,1,70.5
NEMAHA,Kansas,70,7516,20.75,34.5,7.9,11.3,17.6,8.1,20,1.8,68755,19.8,0.8,94.6
NEOSHO,Kansas,78,12022,27.08,37.8,8.7,13.5,20.1,7.5,19,4.3,51056,20.1,1.3,88.5
NESS,Kansas,156,2221,18.18,39.7,10,14.5,18.6,7.9,20,2.2,57269,25.6,0.7,85.8
NORTON,Kansas,123,4390,20.51,36.8,8.4,12.4,19.4,8.3,21,1.8,52131,20.9,3.4,87.6
OSAGE,Kansas,31,12217,27.66,42,8.4,13.3,20.5,7.9,19,3,63166,20.5,0.7,92.8
OSBORNE,Kansas,179,2765,23.08,36.9,9.2,13.1,19.6,7.8,20,1.8,52866,26.1,0.7,93.3
OTTAWA,Kansas,59,4490,23.68,38,8.3,12.4,18.5,7.9,19,2.8,58366,20.6,1.3,93.3
PAWNEE,Kansas,148,5483,20,40.1,8.4,12.8,20.8,7.6,20,2.2,54004,22.2,5.8,82.4
PHILLIPS,Kansas,796,4118,21.95,36.6,9,13.3,19,7.4,19,2.1,54720,24.9,0.4,92.9
POTTAWATOMIE,Kansas,96,17204,18.75,38.6,6.3,9.9,16.2,9,20,2.5,78296,15.1,1.2,89.3
PRATT,Kansas,48,7065,24.49,34.5,7.8,11.5,18.9,7.9,20,2.2,58506,21.1,1.5,87.4
RAWLINS,Kansas,314,1982,11.11,33.8,9.5,13.5,19.1,7.3,19,1.6,49823,27.7,0.7,88.5
RENO,Kansas,434,48373,29.15,37.1,8.4,13.1,20,7.6,18,3.2,52121,20.3,3.1,83.2
REPUBLIC,Kansas,99,3696,22.58,36.5,9.4,13.1,17.6,8.4,19,2.3,50131,27.5,0.7,94.2
RICE,Kansas,10687,7365,23.73,36.2,8.1,12.2,19.1,7.7,20,2.4,58384,19.9,1.6,82.5
RILEY,Kansas,98,61422,22,27.9,4.3,7.1,18,5.7,20,2.8,57144,10.4,6.2,76.5
ROOKS,Kansas,179,3896,11.63,36.9,8.6,12.5,19.2,8.6,20,2.4,51957,23.4,0.9,93.9
RUSH,Kansas,63,2447,21.74,34.9,9.5,13.5,18.6,7.7,20,2.4,53110,25.9,0.6,91.9
RUSSELL,Kansas,537,5413,31.82,36.7,8.8,12.6,18.9,7.7,19,2.4,48071,25,1.3,90.7
SALINE,Kansas,44,41812,18.83,38.9,7.2,11.7,19.1,7.9,17,3,57643,18.9,3.1,79
SCOTT,Kansas,1657,3578,23.53,36.4,7.7,11.9,19.2,8.8,19,1.6,66233,19.5,0.6,77.4
SEDGWICK,Kansas,82,381688,24.74,35.2,7.1,12.6,19,7.2,18,4.6,60540,15.4,8.6,66.9
SEWARD,Kansas,277,14871,21.54,38.7,6.8,13.5,19.1,8.4,17,2.8,61897,11,3.4,27.9
SHAWNEE,Kansas,70,135549,24.55,38.6,7,12.4,17.3,7.6,18,3.1,56625,19.1,7.7,72.9
SHERIDAN,Kansas,757,1896,14.29,37.9,9,13,17.9,8.2,20,1.8,58786,23.6,0.5,92
SHERMAN,Kansas,678,4496,38.46,40.6,8.2,12.6,17.4,6.7,20,2.5,54207,20.3,0.9,84
SMITH,Kansas,312,2869,23.68,39.7,10.4,14.2,18.8,7.7,19,1.7,49756,28.8,0.4,93.7
STAFFORD,Kansas,251,3199,25.71,36.9,9.4,13.7,18.8,8,18,2.2,52542,21.9,0.5,82.6
STANTON,Kansas,105,1468,0,40.3,7.8,12.9,19.2,8.5,17,1.9,65457,17.6,0.9,54.3
STEVENS,Kansas,703,3952,22.22,40.3,8.4,14.2,19.8,7.8,18,2.1,64368,15.4,0.7,57.8
SUMNER,Kansas,163,17329,29.29,39.9,8,12.6,19.7,7.7,18,4.1,58342,19.8,1.3,88.3
THOMAS,Kansas,882,5909,44.44,36,7.1,11,17.8,7.4,20,1.8,61169,18.5,1,88.5
TREGO,Kansas,154,2293,36.84,36.2,8.9,12.8,18.2,8.9,20,2.1,56619,26.4,0.6,93.7
WABAUNSEE,Kansas,71,5287,18.92,33.7,7.5,11.5,16.7,7.8,21,2.5,72031,21.3,0.8,91.3
WALLACE,Kansas,236,1125,9.09,34.7,8.6,12.5,18,7.6,20,1.7,59241,23.3,0.9,89.3
WASHINGTON,Kansas,422,4209,24.44,35.9,9.3,13.1,19,7.5,20,1.7,55590,24,0.6,92.8
WICHITA,Kansas,85,1556,12.5,37.3,8,12.9,16.5,9,19,2,58549,21.5,1.1,68.2
WILSON,Kansas,142,6577,23.44,39.2,9.4,13.8,21.5,7.2,19,4,46829,23.2,0.6,91.6
WOODSON,Kansas,401,2511,17.39,38.9,10.8,15.7,20.6,7.2,19,3.5,41706,25.6,0.5,91.9
WYANDOTTE,Kansas,97,119273,30.87,41.3,7.3,15.2,23.2,6.8,17,4.7,54943,13.1,20.9,39.6
ADAIR,Kentucky,145,15309,18.18,38.1,10.6,15.3,25.4,7.4,17,5,42112,18.9,2.9,92
ALLEN,Kentucky,182,16264,16.22,39.8,10.5,15,25.1,7.2,17,4,51485,17.9,1.3,94.2
ANDERSON,Kentucky,144,17328,28.81,40.4,8.6,13.3,22.5,7.9,17,4,67773,16.6,2.2,92.8
BALLARD,Kentucky,459,6288,51.47,37,10.5,15.1,24.9,8.1,17,5,53491,21.6,3.6,91.7
BARREN,Kentucky,222,33790,26.63,42.2,11,16.2,26.9,6.4,16,5.3,49245,18,4,89.7
BATH,Kentucky,72,9272,33.33,44.6,10.9,16.3,26.9,7,17,5.8,43410,17.2,1.3,94.8
BELL,Kentucky,1609,20923,23.21,42.8,13.8,18.8,32.1,5.4,15,5.7,31033,19.8,2.6,93.3
BOONE,Kentucky,134,97323,36.86,34.2,6.9,11.3,16.8,8.3,18,3.8,85284,14.4,4.4,86
BOURBON,Kentucky,240,15550,29.03,38.9,10.1,15.2,23.3,7,17,3.9,58304,20,5.5,84.7
BOYD,Kentucky,1245,37192,33.67,41.3,10.4,15.3,23.8,6.3,17,6.2,48979,20.4,2.7,92.9
BOYLE,Kentucky,131,24085,17.32,36,9.5,14.3,22.2,7.3,17,5,52940,19.3,7.9,85.1
BRACKEN,Kentucky,89,6315,22.22,39.9,9.9,14.1,25.6,7.9,17,4.7,55347,17.8,0.7,95.2
BREATHITT,Kentucky,186,10129,35,42.3,12.5,17.6,30,4.7,15,8.6,33005,18.4,0.6,96.1
BRECKINRIDGE,Kentucky,1264,15734,23.53,39.8,10.8,15.5,25.1,7.5,17,5.2,50012,20.1,2.3,93.2
BULLITT,Kentucky,111,63274,27.98,41.5,8.4,12.8,21.8,7.7,19,4.6,68630,16.8,1.5,93.2
BUTLER,Kentucky,10991,9896,26.83,39.8,11.2,15.9,25.5,7.3,17,4.6,49288,19.3,0.8,93.7
CALDWELL,Kentucky,471,9870,24,37.8,10.4,15.7,24.5,7.6,17,4.2,46240,21.2,5.3,90.3
CALLOWAY,Kentucky,4188,32046,19.88,34.9,8.7,12.4,21.5,7.3,17,4.5,49263,17.4,4.1,89.2
CAMPBELL,Kentucky,66,73757,33.47,36.2,7.6,11.8,18.1,7.7,20,4,71245,16.8,3,91.8
CARLISLE,Kentucky,149,3685,34.62,38,12.2,16.7,26.7,8,17,3.8,56804,20.9,1.5,92.6
CARROLL,Kentucky,110,7939,31.58,39.1,10.4,15.4,26.8,,17,4.1,49814,16.1,1.8,88.2
CARTER,Kentucky,116,20927,33.78,40.5,11.5,16.6,27.1,6.7,16,7.8,43538,19.5,0.7,96.3
CASEY,Kentucky,48,12243,19.74,38.3,12.5,17.4,30.6,6.7,16,4.1,38320,20.5,1,94.3
CHRISTIAN,Kentucky,138,52408,33.49,40.9,7.9,13.4,24.4,6.2,15,5.8,48416,12.6,21.2,64.8
CLARK,Kentucky,552,28162,20.41,39.4,9.4,14,23.3,7.5,17,4.4,60774,18.3,4.7,89.3
CLAY,Kentucky,172,15863,35,42.9,12.2,18,33.4,4.7,16,6.8,30700,15.9,3.8,92.6
CLINTON,Kentucky,78,7913,14.55,42.6,12.9,18,29.5,7.5,16,4.4,36865,19.8,0.7,93.9
CRITTENDEN,Kentucky,157,6949,16.67,41.4,11.4,16,25.5,7.6,18,4.3,46263,21.3,1.1,95.3
CUMBERLAND,Kentucky,38,5218,28.13,41.9,12.2,17.3,27,7.7,17,3.5,39511,22.4,3,92.7
DAVIESS,Kentucky,150,76369,33.55,31.8,9.3,13.8,21.5,7.6,17,4.3,59304,17.5,4.9,87.1
EDMONSON,Kentucky,51,10021,27.5,40.7,11.3,16,26.8,7.4,17,5.1,47734,21,2,94.1
ELLIOTT,Kentucky,238,6138,40.48,40.4,12.5,16.9,30.1,,16,8.4,34491,21.1,3.7,93.5
ESTILL,Kentucky,103,11153,35.48,42.4,12.4,17.6,30.6,6.7,16,5.2,41843,19.2,0.4,96.6
FAYETTE,Kentucky,4100,256141,25.27,31.6,6.9,11.8,17.8,7.8,17,3.9,61269,14.4,15.4,69.8
FLEMING,Kentucky,557,10957,27.42,40.5,10.7,15.4,26.6,7.2,17,4.9,50025,18.4,1.4,95.4
FLOYD,Kentucky,581,28016,22.91,41.9,12.5,18.3,28.8,6.3,16,7.1,36253,19.1,1.1,96.7
FRANKLIN,Kentucky,533,40226,27.64,35.9,8.4,12.8,19.9,7.4,17,4.4,60517,18.4,10.1,81.3
FULTON,Kentucky,229,4778,31.71,43,12.2,19.2,27.8,7.3,15,5.3,35630,21.5,24,69.4
GALLATIN,Kentucky,1270,6693,33.33,38.2,9.3,14.3,25.6,,17,4.3,57345,14.5,1.6,90
GARRARD,Kentucky,347,13719,13.85,35.6,9.9,14.5,23.1,,17,4.5,54882,18.7,2.2,93.3
GRANT,Kentucky,970,18460,36.67,40.5,9.1,14,24.4,8,17,4.5,61078,14.2,1.1,93.9
GRAVES,Kentucky,2505,28376,31.65,37.5,10.2,15.9,24.7,7.1,17,4.4,49668,18.9,4.1,85.2
GRAYSON,Kentucky,559,20167,23.53,43.6,11.3,15.8,28,6.3,17,5.6,45695,18.3,1.2,95.4
GREEN,Kentucky,1324,8739,10.26,40,12,16.9,29,6.9,16,3.7,42569,20.7,1.9,93.7
GREENUP,Kentucky,815,27733,27.14,38.5,10.5,14.5,23.1,7,19,6.8,54292,21.7,0.8,95.9
HANCOCK,Kentucky,214,6520,39.58,38.7,9.8,14,24.1,7.8,18,4.4,60897,17.8,1.5,94.7
HARDIN,Kentucky,433,83201,29.36,42.4,8,13.4,20.7,7.5,17,4.7,61224,14.7,11.8,75.6
HARLAN,Kentucky,572,20354,30.39,46.2,13.6,19.7,31.4,5.4,16,8.6,31116,19.2,2,95.1
HARRISON,Kentucky,1850,14550,25.32,37.3,10,14.4,24,7.5,18,3.9,58535,18,1.9,93.3
HART,Kentucky,371,14273,22.39,38.8,11.1,16.3,28.4,7.1,16,4.4,50074,17,4.2,91.4
HENDERSON,Kentucky,358,35023,23.3,40.6,9.8,15.4,23,7.4,18,4.5,56142,18.8,8.3,85.6
HENRY,Kentucky,990,12302,28.33,41,10.2,15.2,25.5,7.8,18,4,56593,18.2,2.8,90.4
HICKMAN,Kentucky,2077,3579,20.69,39,13,18.8,25.1,7.8,17,4.5,49328,25.8,9.1,85.8
HOPKINS,Kentucky,152,34880,29.95,41.2,10.2,16.4,25.6,6.9,17,5.1,49883,19,6.6,87.8
JACKSON,Kentucky,284,10390,24.39,41.3,11.7,17,30.8,6,16,6.3,36997,18,0.4,97.5
JEFFERSON,Kentucky,817,599726,28.31,32.4,8.1,12.9,18,7.8,18,4.8,60636,17,22.3,65.1
JESSAMINE,Kentucky,517,40921,30,36.1,8.5,12.7,20,7.7,18,4,61652,16.2,4.5,87.6
JOHNSON,Kentucky,1599,17505,25.88,41.4,10.9,15.7,26.6,6.9,17,7.3,41013,19.1,0.4,96.9
KENTON,Kentucky,942,126518,34.81,36.3,7.6,12,20.2,7.9,20,4.2,70693,15.4,4.9,87.5
KNOTT,Kentucky,669,12080,37.78,44.3,12.6,18.8,30.2,6.3,15,7.2,34051,20.2,1,96.7
KNOX,Kentucky,341,23988,30.53,40.5,12.2,17.2,30.4,4.8,15,6.2,32646,17.4,1.3,95.3
LARUE,Kentucky,263,11124,25,43.4,10.5,15.1,23.7,7.3,17,4.9,54470,18.1,2.8,91.3
LAUREL,Kentucky,213,46617,29.29,38.6,10.4,15.7,27.4,6.4,17,4.5,48950,17,0.8,95.5
LAWRENCE,Kentucky,2489,11879,23.44,46.3,11.8,16.4,30,6.5,17,6.4,42750,18.7,0.4,96.6
LEE,Kentucky,381,5682,20,44.4,13.1,18.5,34.2,6.4,16,5.6,29143,17.8,3.1,93.8
LESLIE,Kentucky,254,7951,32.43,42.5,12.6,17.8,29.7,5.7,16,8.1,32682,19.1,0.4,97.2
LETCHER,Kentucky,459,17160,21.21,40.5,12.9,18.7,29.2,,16,7.6,34897,20.4,0.7,97
LEWIS,Kentucky,7062,10404,31.48,42.5,12.7,17.6,31.8,6.8,16,7.6,40508,19.5,0.5,97.2
LINCOLN,Kentucky,401,18767,30.1,38.7,11.5,16.5,27,6.8,17,5.6,44399,18.6,2.2,93.9
LIVINGSTON,Kentucky,1157,7359,26.79,39.4,11.2,16,23.3,7.3,17,6.1,48371,22.2,0.6,94.5
LOGAN,Kentucky,1224,20684,23.24,38.8,10.4,15.2,24.6,7.8,17,3.8,53519,18.5,5.8,88.4
LYON,Kentucky,213,6845,17.07,38.8,11.1,15.8,22.7,7.9,18,4.5,56445,25.6,5.8,89.5
MADISON,Kentucky,216,50696,25.94,37.5,9.7,15.3,22,6.7,17,5,60504,20.7,10.9,82.5
MAGOFFIN,Kentucky,477,13625,22.5,43.5,13,19.1,32.6,6.5,15,5.7,32938,16.1,5.6,89
MARION,Kentucky,580,7047,33.33,36.5,10.5,15,23.3,8.2,18,4.3,53102,20,0.9,95.1
MARSHALL,Kentucky,1020,73224,25.9,36.7,7.5,11.2,20.8,6.9,17,4.1,54498,14.2,4.4,89.2
MARTIN,Kentucky,768,9602,27.03,44.3,12.1,17.7,31.1,5.6,15,12.5,34423,18.6,0.4,97.1
MASON,Kentucky,350,14712,23.08,39.1,10.5,15.6,25.9,6.8,17,4.4,51523,17,6.7,87.6
MC CRACKEN,Kentucky,986,24768,32.93,33.6,10.1,14.2,21.8,8.3,19,4.7,57802,22.5,0.5,96
MC CREARY,Kentucky,217,9103,27.59,45.3,10.5,16,26.9,6.9,17,9.3,29387,17.6,6.8,88
MC LEAN,Kentucky,2496,13143,33.33,39.2,10.2,15.2,22.7,7.1,17,5.5,49924,19,6,88.1
MEADE,Kentucky,937,22290,24.47,38.1,8.2,12.9,21.5,7.7,18,5.3,58839,15.4,3.8,88.4
MENIFEE,Kentucky,502,5258,27.78,43.8,11.8,16.8,27.9,7.2,16,6.9,38928,20.8,2.9,93.8
MERCER,Kentucky,541,16987,19.1,37,9.9,14.6,23.1,7.7,18,4.6,53336,19,3.4,90.5
METCALFE,Kentucky,1213,7667,13.16,39.1,12,16.9,27.4,7.4,17,5.4,42755,19.4,1.7,94.3
MONROE,Kentucky,434,8298,19.61,39.5,11.4,16.3,27.9,7.2,16,4,41638,19.4,2,93.1
MONTGOMERY,Kentucky,160,21513,34,40.1,10,15,24.7,7,17,5.3,51831,16.7,2.3,92.8
MORGAN,Kentucky,1235,10907,17.95,38.2,11.5,16.3,28,7,16,5.8,47131,17.3,4.7,92
MUHLENBERG,Kentucky,407,24417,32.43,40.2,10.8,15.6,25.8,7.3,18,6.6,45883,19.7,4.7,91.7
NELSON,Kentucky,19143,35037,30.61,36.9,8.5,12.8,20,8.6,18,4.3,62036,16.7,4.9,90
NICHOLAS,Kentucky,1256,5458,27.03,43.5,11.4,16.6,27.8,7.3,17,4.3,46547,16.2,0.8,95.6
OHIO,Kentucky,648,18201,38.3,36.6,10.5,15.1,25.7,7.8,17,5.5,55432,18.5,1.1,94.1
OLDHAM,Kentucky,3562,49533,32.17,35.6,6.5,10.3,15.5,9.2,20,3.6,109181,14.2,4.2,88
OWEN,Kentucky,521,8476,36.11,38.3,10.7,15.4,24.6,7.6,18,4.3,55321,19.1,1.2,94.8
OWSLEY,Kentucky,1005,3463,35.29,44.5,12.9,18,30,6.3,16,7,29365,20.4,0.7,96
PENDLETON,Kentucky,401,11261,38.46,40.5,9.7,14.5,24.8,8,18,4.1,56036,17,1,95.5
PERRY,Kentucky,1687,20108,28.69,43.6,11.6,16.7,26.2,7.1,16,6.3,36528,18,1.7,94.9
PIKE,Kentucky,471,46381,27.92,44.3,11.9,17.2,27.6,6.9,16,6.4,38066,19.9,0.7,96.7
POWELL,Kentucky,247,9442,20,39.3,10.2,15.3,26.2,7.3,17,4.8,40116,16.3,1.1,95.6
PULASKI,Kentucky,333,50250,26.35,39.6,10.9,16.1,25.4,6.6,16,4.9,45532,19.4,1.1,93.7
ROBERTSON,Kentucky,731,1695,20,37.4,12.2,16.6,25.8,4.5,17,4.2,51177,22.8,0.9,95.5
ROCKCASTLE,Kentucky,434,13150,28.3,39.4,11.2,16,27.9,7.5,17,5,43378,18.8,0.5,96.7
ROWAN,Kentucky,728,19821,46.3,38,8.6,12,24.7,7.1,16,5.3,52451,14.4,1.6,94
RUSSELL,Kentucky,275,13782,30.43,38.4,11.6,16.8,25.9,7.2,17,5.4,40454,20.6,0.8,93.4
SCOTT,Kentucky,743,41923,33.58,37.2,6.9,11.1,19.5,8,18,3.7,71961,12.7,5.4,86.4
SHELBY,Kentucky,255,37346,25.62,35.3,8.2,13,19.7,8.9,18,3.8,72524,16.4,6.6,80
SIMPSON,Kentucky,1774,14063,23.38,40,9.1,13.7,23.3,7.7,18,4.2,58531,16.8,8.8,85.1
SPENCER,Kentucky,594,14532,22.92,36.8,7.8,12.1,19.8,,19,4.2,91160,15.3,1.8,93.6
TAYLOR,Kentucky,252,19884,36.36,39.4,10.1,14.8,23,7.5,18,3.9,50258,18.3,5.1,89.2
TODD,Kentucky,2046,9021,29.41,41.8,10,15.2,25.7,7.6,17,3.6,51189,16.5,7.6,85.1
TRIGG,Kentucky,389,11437,31.25,38.9,10.3,15.3,22.6,7.8,18,5.1,52511,22.9,7.1,87.3
TRIMBLE,Kentucky,544,6626,48.15,38.9,10.2,15.1,24.3,,17,4.8,62902,17.8,0.7,93.2
UNION,Kentucky,856,11810,20.41,42.8,9.6,14.5,24.5,5.9,17,4.4,50862,18.2,13,82.1
WARREN,Kentucky,331,101165,22.31,30.5,7.2,11,20.9,7.6,17,4.3,59223,13.3,9.5,76.7
WASHINGTON,Kentucky,470,9206,34.15,37.1,9.8,14.9,22.4,7.7,18,3.9,64733,18.6,5.3,87.9
WAYNE,Kentucky,656,16293,18.28,42.9,12.4,18.1,28.1,6.6,16,5.1,38651,22.1,1.6,92.7
WEBSTER,Kentucky,208,10028,25,37.9,11.1,16,26.3,6.3,17,4.5,52575,18.4,3.6,88.1
WHITLEY,Kentucky,588,27092,26.48,37.5,10.4,14.9,26.3,7.1,17,5,37530,16.1,0.9,95.5
WOLFE,Kentucky,314,5527,12.5,40.5,13.9,19.2,34.8,5.3,15,5.9,34749,19.9,0.4,96.9
WOODFORD,Kentucky,321,20685,18.52,35,8.8,13.2,18,7.6,19,3.4,76942,20.2,4.6,86.4
