A_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,A_Depth,A_Ag,A_Al,A_As,A_Ba,A_Be,A_Bi,A_C_Tot,A_C_Inorg,A_C_Org,A_Ca,A_Cd,A_Ce,A_Co,A_Cr,A_Cs,A_Cu,A_Fe,A_Ga,A_Hg,A_In,A_K,A_La,A_Li,A_Mg,A_Mn,A_Mo,A_Na,A_Nb,A_Ni,A_P,A_Pb,A_Rb,A_S,A_Sb,A_Sc,A_Se,A_Sn,A_Sr,A_Te,A_Th,A_Ti,A_Tl,A_U,A_V,A_W,A_Y,A_Zn
C-314133,6712,LA,29.7339,-92.8248,7/31/2008,Planted/Cultivated,Pasture/Hay,0-25,<1,3,6.7,354,0.9,0.12,3.53,1.5,2,5.92,0.2,45,5.4,35,<5,7.4,1.52,7.63,0.05,0.02,1.12,24.3,12,0.29,771,0.38,0.53,4.6,9.1,710,12.1,52.3,0.04,0.31,4.1,0.3,1.3,290,<0.1,5.6,0.12,0.3,1.2,43,0.4,13.7,46
C-314107,6968,LA,29.431,-89.615,7/28/2008,Developed,Low Intensity Residential,0-25,<1,6.19,8.4,667,2.2,0.29,2.42,N.D.,2.42,0.59,0.3,60.2,12.3,47,5,30,2.63,16,0.06,0.05,1.99,30.1,32,0.74,630,0.76,0.68,12.6,23.6,980,27,96.4,0.03,0.92,10.8,0.7,1.6,133,<0.1,10.8,0.31,0.7,3.8,93,1.2,18.1,93
C-314094,7500,LA,31.8881,-92.4689,8/4/2008,Developed,Low Intensity Residential,0-15,<1,1.16,3,205,0.3,0.14,1.14,N.D.,1.14,0.03,<0.1,31.4,3,17,<5,5.4,0.62,3.43,0.02,<0.02,0.33,15.3,8,0.05,143,0.41,0.06,7.4,3.1,140,11.6,18.1,0.01,0.4,2.5,<0.2,0.6,21.4,<0.1,5.6,0.2,0.2,1.9,21,0.4,6.4,14
C-314105,7736,LA,30.4027,-92.3621,7/31/2008,Planted/Cultivated,Pasture/Hay,0-15,<1,2.14,5.6,287,0.6,0.14,1.66,N.D.,1.66,0.07,<0.1,45.3,4.3,26,<5,10.3,1,5.44,0.03,<0.02,0.67,22.5,12,0.09,478,0.52,0.28,9.3,6.2,400,18,33.7,0.02,0.55,3.8,0.3,0.7,38,<0.1,8.1,0.26,0.3,2.6,31,0.6,10.7,21
C-314093,7992,LA,29.9023,-90.157,7/28/2008,Forested Upland,Deciduous Forest,0-8,<1,6.54,11.4,647,2.8,0.37,2.53,N.D.,2.53,0.61,0.4,70.2,15.9,53,6,27.8,2.98,18.7,0.09,0.06,1.87,35.2,37,0.83,699,1.59,0.56,14.4,26,1020,44.2,104,0.04,1.19,12.6,0.7,2.3,117,<0.1,12.2,0.32,0.8,3.6,104,1.5,21.6,123
C-314125,8012,LA,32.3687,-93.9993,8/6/2008,Developed,Low Intensity Residential,0-20,<1,3.05,3.9,370,1.1,0.12,2.84,N.D.,2.84,0.14,<0.1,54.2,11.1,39,<5,7.4,1.47,8.35,0.06,0.03,0.73,24.9,18,0.23,734,0.54,0.21,6.1,12.3,280,19.6,44.4,0.03,0.61,5.1,0.4,0.9,47,<0.1,5.9,0.2,0.3,1.6,49,0.6,12.1,31
C-314103,8076,LA,30.8143,-91.6412,8/1/2008,Planted/Cultivated,Urban/Recreational Grasses,0-20,<1,6.11,7.3,694,2.3,0.27,1.86,N.D.,1.86,0.62,0.4,63.5,12.2,47,5,20.7,2.57,15.9,0.06,0.05,1.97,31.6,34,0.76,590,0.69,0.69,12.8,27.5,830,22.2,96.4,0.03,0.75,10.4,0.9,1.6,133,<0.1,10.9,0.31,0.7,3.5,94,1.3,19.2,90
C-314067,8312,LA,30.0146,-91.1855,7/30/2008,Developed,Low Intensity Residential,0-30,<1,6.09,4.9,657,1.9,0.22,1,N.D.,1,0.97,0.3,75.2,11.2,52,5,20.7,2.47,15,0.03,0.04,1.99,36.5,32,0.74,380,0.73,0.89,10.3,25.9,610,16,100,0.03,0.74,9,0.4,1.6,174,<0.1,10.8,0.26,0.6,2.8,93,1,18.9,74
C-314078,8332,LA,32.241,-93.4328,8/6/2008,Forested Upland,Deciduous Forest,0-70,<1,8.32,10.4,536,3,0.28,0.86,N.D.,0.86,0.88,0.1,87.6,16.4,84,8,25.1,4.54,23.1,0.01,0.07,2.43,42,76,2.34,948,0.9,0.35,12.6,34.3,620,20.5,138,0.02,0.7,15,0.2,2.9,113,<0.1,12.5,0.3,0.7,2.5,123,1,22.8,86
C-314031,8396,LA,31.594,-91.6293,8/3/2008,Herbaceous Upland,Grasslands/Herbaceous,0-30,<1,7.66,8.9,597,2.6,0.38,2.09,N.D.,2.09,0.56,0.3,62.7,16.9,60,8,29.9,3.72,21.2,0.05,0.07,1.82,31.1,46,0.94,623,1.52,0.33,14.1,27.8,740,24.5,114,0.03,1.05,14.1,1,2.1,93.9,<0.1,12.3,0.33,0.8,5.7,139,1.6,20.3,117
C-314098,8524,LA,31.4725,-92.6139,8/4/2008,Planted/Cultivated,Pasture/Hay,0-20,<1,3.94,3.9,387,1.6,0.14,0.58,N.D.,0.58,0.19,<0.1,40,6.1,22,<5,9.6,1.3,9.08,0.02,0.02,1.78,19.5,24,0.47,215,0.33,0.76,8.2,11.7,290,16.2,65.7,<0.01,0.38,5.4,<0.2,1.2,75.2,<0.1,6.8,0.22,0.4,1.8,34,0.6,11.4,34
C-314117,8780,LA,32.662,-92.3968,8/6/2008,Developed,Low Intensity Residential,0-10,<1,1,3.8,232,0.4,0.06,2.01,N.D.,2.01,0.19,0.1,27.6,2.8,24,<5,39.4,0.85,2.69,0.02,<0.02,0.46,14,7,0.05,287,0.5,0.07,5.6,5,1060,12.8,21.5,0.03,0.28,1.7,<0.2,0.5,29.1,<0.1,2.7,0.13,0.2,1.7,18,0.3,7.8,80
C-314079,8908,LA,32.1939,-91.6399,8/4/2008,Developed,Low Intensity Residential,0-20,<1,2.95,8.8,479,1,0.13,0.86,N.D.,0.86,0.14,<0.1,61.6,8.1,35,<5,10.8,1.32,7.48,0.04,0.02,1.18,29.4,14,0.14,1720,0.67,0.48,6.7,9.7,360,16.1,53.9,0.02,0.62,4.1,0.3,0.8,68.2,<0.1,7.4,0.2,0.4,2.1,43,0.5,14.2,32
C-314081,9016,LA,30.0923,-92.9197,7/30/2008,Planted/Cultivated,Pasture/Hay,0-30,<1,1.47,3.3,238,0.4,0.08,0.53,N.D.,0.53,0.1,<0.1,27.7,1.7,25,<5,4.5,0.72,3.86,0.01,<0.02,0.38,13.5,10,0.07,121,0.36,0.19,4,3.4,90,10.9,22.9,<0.01,0.35,2.2,<0.2,0.5,26,<0.1,4.7,0.13,0.2,1.2,22,0.3,6.6,12
C-314076,9336,LA,30.4334,-91.4693,7/30/2008,Developed,Low Intensity Residential,0-20,<1,5.15,6.9,646,1.6,0.18,0.75,N.D.,0.75,0.52,<0.1,57.4,7.9,51,<5,14.6,2.23,13.8,0.03,0.04,1.77,28.7,26,0.55,249,0.59,0.76,8.2,15.2,590,19,89.2,0.02,0.63,7.8,0.5,1.4,139,<0.1,8.7,0.22,0.6,2.2,78,0.8,14.4,71
C-314106,9548,LA,31.4122,-92.1318,8/3/2008,Forested Upland,Deciduous Forest,0-20,<1,3.45,5.8,403,1.1,0.13,0.69,N.D.,0.69,0.22,<0.1,46.5,2.9,21,<5,4.9,1.33,8.58,0.03,0.02,1.16,22.3,14,0.18,62,0.7,0.59,8.5,6.5,110,14,49.7,0.01,0.49,5.3,<0.2,0.8,85.7,<0.1,8.4,0.23,0.4,2.6,38,0.6,12.5,23
C-314085,9804,LA,32.156,-93.2445,8/6/2008,Planted/Cultivated,Pasture/Hay,0-15,<1,0.55,2,74,0.2,0.05,0.85,N.D.,0.85,0.05,<0.1,10.8,0.7,19,<5,2.3,0.33,1.47,<0.01,<0.02,0.15,4.8,5,0.02,55,0.18,0.02,2.5,2.6,140,7.2,9.7,<0.01,0.22,1,<0.2,0.3,10.3,<0.1,1.8,0.08,<0.1,0.7,9,0.1,2.4,6
C-314104,9932,LA,32.5859,-91.392,8/4/2008,Planted/Cultivated,Row Crops,0-30,<1,5.56,11.1,648,2,0.26,0.71,N.D.,0.71,0.52,0.2,58.7,9.4,39,<5,17.8,2.1,15.7,0.02,0.04,1.81,30.6,29,0.55,282,0.92,0.73,12,18.6,510,20.1,98.2,0.01,0.77,9.7,0.3,1.5,134,<0.1,10.7,0.26,0.7,4.2,80,1.2,17,68
C-314124,10040,LA,29.4288,-90.2901,7/29/2008,Planted/Cultivated,Pasture/Hay,0-30,<1,6.63,9.6,708,2.2,0.38,3.54,N.D.,3.54,1.5,1,67.6,12.4,78,7,33.7,3.54,19.4,0.07,0.06,1.91,34.1,45,0.91,1250,0.89,0.43,10.4,31.3,1200,41.6,117,0.06,1.14,12.1,1,2.5,132,<0.1,10.9,0.26,0.8,3.1,136,1.2,21.4,140
C-314084,10060,LA,32.8752,-93.7568,8/6/2008,Forested Upland,Evergreen Forest,0-25,<1,0.42,1.2,74,<0.1,<0.04,0.09,N.D.,0.09,0.01,<0.1,8.62,0.5,16,<5,1.1,0.21,1.13,<0.01,<0.02,0.08,4.5,4,0.02,20,0.15,0.01,1.4,1.7,<50,4.4,5.1,<0.01,0.13,0.7,<0.2,0.2,8.1,<0.1,1.1,0.05,<0.1,0.3,6,<0.1,1.5,4
C-314089,10572,LA,30.6898,-92.5625,7/31/2008,Planted/Cultivated,Pasture/Hay,0-10,<1,1.77,6.3,187,0.6,0.12,0.93,N.D.,0.93,0.06,<0.1,35.8,5.1,38,<5,6.2,1.44,4.95,0.02,<0.02,0.33,16.4,11,0.08,384,0.79,0.1,5.9,5.5,190,17.4,21.7,0.01,0.69,3,0.3,0.6,20.4,<0.1,5.7,0.18,0.2,1.6,40,0.4,8.3,14
C-314057,10808,LA,30.0316,-93.2734,7/31/2008,Developed,Low Intensity Residential,0-10,<1,2.06,3.4,162,0.6,0.13,1.52,N.D.,1.52,0.13,<0.1,53,5,26,<5,9.9,0.87,5.64,0.04,<0.02,0.43,17.6,14,0.11,603,0.87,0.2,6.4,8.8,310,20.3,33.7,0.02,0.45,3.6,0.4,1.1,31.7,<0.1,6.9,0.18,0.2,1.6,32,0.4,8.7,57
C-314099,11064,LA,29.7593,-90.0918,7/28/2008,Developed,Low Intensity Residential,0-8,<1,6.22,13.9,654,2.5,0.32,3.42,N.D.,3.42,0.84,0.8,61.7,15.2,56,6,34.3,3.01,16.9,0.09,0.06,1.78,31.4,34,0.8,1800,1.33,0.62,12.5,31.8,1060,38,93.7,0.05,1.09,11.3,0.6,2.3,143,<0.1,10.9,0.3,0.7,3.4,93,1.3,19.9,220
C-314132,11148,LA,30.6341,-91.9782,8/1/2008,Forested Upland,Deciduous Forest,0-20,<1,6.74,4.8,575,2.1,0.28,2.3,N.D.,2.3,0.69,0.2,68.4,8.5,65,7,16.8,2.91,19.2,0.1,0.06,1.75,34.8,39,0.84,242,0.93,0.43,10,18.5,420,20.9,124,0.03,0.72,12.2,0.5,2.2,115,<0.1,11.5,0.24,0.7,3.8,109,0.9,19.4,80
C-314051,11340,LA,32.9746,-91.579,8/4/2008,Developed,Low Intensity Residential,0-30,<1,2.96,6.4,402,0.9,0.07,0.32,N.D.,0.32,0.32,<0.1,58.4,3.6,23,<5,9.3,0.62,6.63,0.02,<0.02,1.53,19.9,12,0.14,284,0.71,0.79,5.8,9.2,310,14.1,59.2,0.01,0.43,2.6,<0.2,0.8,87.1,<0.1,5.7,0.14,0.2,1.5,21,0.4,9.3,22
C-314097,11468,LA,30.7325,-90.0555,7/26/2008,Planted/Cultivated,Pasture/Hay,0-30,<1,1.64,3.4,223,0.8,0.12,2.25,N.D.,2.25,0.06,<0.1,38.9,8,24,<5,6,0.8,4.45,0.05,<0.02,0.33,18,11,0.07,1310,0.57,0.06,8.3,6.2,180,19.7,20.1,0.02,0.41,3,0.5,0.6,21.5,<0.1,6.1,0.23,0.3,1.7,24,0.6,8.6,23
C-314111,11596,LA,32.2143,-92.3233,8/4/2008,Planted/Cultivated,Urban/Recreational Grasses,0-30,<1,1,1.9,170,0.3,0.1,0.82,N.D.,0.82,0.03,<0.1,28.6,2.1,13,<5,3.7,0.43,2.72,0.02,<0.02,0.29,14.2,7,0.04,114,0.25,0.03,6.9,3,60,10.5,15.9,<0.01,0.26,2,<0.2,0.5,18.9,<0.1,4.9,0.21,0.2,1.1,15,0.3,5.4,8
C-314055,11724,LA,32.4642,-91.1176,8/4/2008,Planted/Cultivated,Row Crops,0-50,<1,4.36,18,617,1.3,0.12,0.29,N.D.,0.29,0.7,0.2,77.3,5.9,22,<5,11.5,1.26,10.9,0.02,0.02,1.81,30,16,0.32,231,0.62,1.06,7.7,14.8,460,13.2,80.2,0.01,0.73,5,<0.2,1,196,<0.1,8.4,0.18,0.4,2.1,48,0.7,14,36
C-314086,11832,LA,30.0992,-92.6643,7/30/2008,Planted/Cultivated,Pasture/Hay,0-20,<1,1.78,4.9,243,0.5,0.11,0.76,N.D.,0.76,0.08,<0.1,42.6,4.4,32,<5,7.4,1.1,4.58,0.03,<0.02,0.46,19.1,12,0.07,590,0.63,0.21,5.5,4.7,250,15.2,28.4,0.01,0.53,2.8,0.4,0.6,28.9,<0.1,6.1,0.17,0.2,1.9,37,0.4,8.3,14
C-314056,11852,LA,31.5702,-93.2877,8/2/2008,Forested Upland,Mixed Forest,0-20,<1,3.14,38.2,180,2.4,0.37,1.66,N.D.,1.66,0.12,<0.1,130,36.2,75,<5,14.4,9.38,9.04,0.03,0.06,0.33,32.2,28,0.15,1360,1.42,0.05,8.6,29.4,540,37.4,36.2,0.02,1.18,7,1.2,1.1,31.6,0.3,13.2,0.23,0.3,2.1,228,0.7,19.1,61
C-314060,12088,LA,29.281,-90.6444,7/29/2008,Developed,Low Intensity Residential,0-30,<1,5.98,8,638,1.9,0.26,1.26,0.2,1.1,0.99,0.3,79.1,11.7,41,6,25.7,2.62,16,0.04,0.05,1.98,37.6,32,0.86,648,1.43,0.82,10.5,30.1,690,19,103,0.03,0.88,9.1,0.4,1.9,152,<0.1,10.1,0.25,0.3,2.8,98,1,18.9,78
C-314088,12408,LA,30.2593,-91.2837,7/30/2008,Herbaceous Upland,Grasslands/Herbaceous,0-30,<1,6.07,8.6,749,2,0.26,1.5,N.D.,1.5,0.76,0.5,66.9,11.4,63,6,22.2,2.93,17,0.04,0.05,2.1,33.2,33,0.79,598,0.95,0.7,10.3,24.6,820,23.9,110,0.02,0.9,10.3,0.6,1.9,151,<0.1,10,0.25,0.7,3.2,114,1.1,20.3,93
C-314080,12620,LA,31.2355,-93.1088,8/2/2008,Forested Upland,Mixed Forest,0-25,<1,0.51,1.8,159,0.2,0.06,0.66,N.D.,0.66,0.02,<0.1,17.1,0.8,17,<5,2.3,0.26,1.44,0.02,<0.02,0.2,7.5,6,0.02,63,0.28,0.03,3.7,1.6,60,8.8,10.5,<0.01,0.32,0.9,<0.2,0.3,12.2,<0.1,2.3,0.11,<0.1,0.6,11,0.2,2.9,5
C-314030,12856,LA,30.5363,-93.445,7/31/2008,Forested Upland,Mixed Forest,0-20,<1,1,1.9,141,0.3,0.1,1.78,N.D.,1.78,0.03,<0.1,28.4,1.2,17,<5,4.2,0.44,2.87,0.02,<0.02,0.21,13.6,8,0.05,39,0.29,0.04,7.5,2.7,80,9.6,13.3,0.01,0.44,2.1,0.2,0.6,14.3,<0.1,5,0.19,0.1,1.3,19,0.5,5.2,9
C-314027,12876,LA,32.9695,-92.3799,8/6/2008,Forested Upland,Mixed Forest,0-10,<1,1.66,3.3,218,0.6,0.14,1.81,N.D.,1.81,0.14,<0.1,43.2,5.1,22,<5,36.8,0.59,4.66,0.05,0.02,0.43,19.2,11,0.09,345,0.65,0.05,9,5.6,1070,13.2,24.7,0.02,0.39,2.9,0.3,0.8,27,<0.1,5.3,0.22,0.2,1.7,25,0.6,8.2,50
C-314074,13004,LA,31.864,-91.7411,8/3/2008,Forested Upland,Mixed Forest,0-20,<1,4.59,6.7,701,1.5,0.14,0.61,N.D.,0.61,0.49,<0.1,67.8,24.1,47,<5,17.4,2.39,12.1,<0.01,0.03,1.73,31.4,25,0.43,584,0.65,0.82,8.4,20.3,240,13.8,68.7,0.01,0.59,8,<0.2,1.2,132,<0.1,8.6,0.25,0.5,1.7,72,0.6,22,49
C-314120,13112,LA,30.4789,-92.9167,7/31/2008,Forested Upland,Mixed Forest,0-20,<1,1.63,3.8,169,0.4,0.14,1.42,N.D.,1.42,0.03,<0.1,40.5,2.8,33,<5,9,0.98,4.38,0.02,<0.02,0.15,19.7,14,0.08,550,0.59,0.1,8,4.3,110,15.2,12.7,0.01,0.57,3.2,0.4,0.7,19.9,<0.1,6.7,0.25,0.2,1.9,37,0.4,8.5,17
C-299993,617,MA,42.0975,-71.3255,7/13/2007,Forested Upland,Evergreen Forest,13-Oct,<1,3.67,3.4,377,1.1,0.33,15.2,N.D.,15.2,0.8,0.3,32.5,3.8,28,<5,9,1.6,9.94,0.24,0.04,1.25,14.9,7,0.24,280,1.21,1.04,7.7,15.4,660,137,50.6,0.1,1.48,5.9,0.9,4.4,126,<0.1,4,0.23,0.4,1.2,71,0.7,10,32
C-299980,1385,MA,42.0629,-73.399,7/10/2007,Planted/Cultivated,Pasture/Hay,0-23,<1,6.03,7.6,467,1.7,0.18,3.04,1,2,1.41,0.3,69.6,12.9,39,<5,14.2,3.47,15.3,0.07,0.05,2.81,33,43,1.5,1000,0.85,0.54,6.2,21.4,650,26.7,91.9,0.05,0.42,9.4,0.3,1.9,68.3,<0.1,7.7,0.24,0.5,1.5,59,0.5,18.4,83
C-300004,1833,MA,41.5902,-70.6295,7/14/2007,Forested Upland,Mixed Forest,13-15,1,1.92,1.7,214,0.5,0.15,5.12,N.D.,5.12,0.26,0.1,14.1,1,9,<5,14.5,0.48,5.16,0.07,<0.02,0.98,6.8,5,0.05,92,0.55,0.54,15.1,5.6,190,32.7,39.1,0.02,0.51,1.8,0.2,1.9,45.5,<0.1,2.5,0.1,0.2,0.9,18,0.4,3.3,12
C-299982,4713,MA,42.2245,-72.236,7/11/2007,Forested Upland,Mixed Forest,5-Mar,<1,1.94,0.8,230,0.6,0.08,36.4,N.D.,36.4,0.68,0.3,28.5,3.2,13,<5,9.2,0.99,4.93,0.18,<0.02,0.55,13.9,4,0.18,403,0.99,0.38,4.4,8,1030,23.8,24,0.16,0.43,4,0.6,0.9,101,<0.1,4.4,0.14,0.1,0.7,22,0.4,11.2,34
C-299974,4969,MA,42.668,-71.514,7/14/2007,Planted/Cultivated,Row Crops,18-20,<1,4.09,13.9,417,1.7,0.12,3.02,N.D.,3.02,0.59,0.1,24.4,2.8,22,<5,5.6,1.1,10.2,0.05,0.02,1.64,12.9,15,0.23,329,0.64,0.92,5.9,8.9,790,32.9,79.3,0.03,0.32,3.9,0.3,1.4,117,<0.1,4.1,0.18,0.5,1.3,26,0.6,7,28
C-300046,5481,MA,42.3014,-73.4178,7/10/2007,Forested Upland,Mixed Forest,8-Mar,<1,4.41,6.9,285,1.2,0.3,17.2,N.D.,17.2,0.32,0.5,45.9,13.3,33,<5,25.2,2.97,11.5,0.2,0.05,1.08,33.4,39,0.48,1760,1.41,0.57,3,19.5,1000,62,64.8,0.1,0.86,7.7,0.8,2.9,61.1,<0.1,6.1,0.14,0.4,1.6,62,0.6,8.2,109
C-300048,5929,MA,41.7845,-70.8707,7/14/2007,Forested Upland,Mixed Forest,5-Mar,<1,2.07,3.5,179,0.6,0.21,16.5,N.D.,16.5,0.21,<0.1,19.1,2.3,14,<5,6.8,0.88,5.41,0.2,0.02,0.75,9.2,6,0.1,115,0.98,0.43,6.7,8.6,340,59.2,31,0.06,0.88,2.7,0.8,2.8,49.8,<0.1,3.4,0.16,0.2,1,43,0.5,4.6,21
C-300015,7273,MA,42.3215,-72.8694,7/11/2007,Forested Upland,Deciduous Forest,8-Mar,<1,5.07,2.5,346,1.8,0.32,10.8,N.D.,10.8,0.87,0.3,52.2,9.9,46,5,16.4,2.89,15.1,0.11,0.06,1.34,18.9,60,0.54,624,0.94,0.7,10.2,23.4,740,52.6,84.2,0.07,0.41,10.2,0.5,3,131,<0.1,5.9,0.33,0.5,2.5,80,1,11.9,74
C-300011,7529,MA,42.2028,-71.7106,7/13/2007,Forested Upland,Mixed Forest,15-Oct,<1,3.75,7.3,283,1.4,0.37,17,N.D.,17,0.65,0.3,37.4,2.5,22,<5,12.2,1.47,11.1,0.27,0.04,1.13,17.5,13,0.2,270,1.54,0.79,8.5,8.5,1250,219,56.1,0.1,2.93,5.4,1,4.4,102,<0.1,5.8,0.26,0.6,1.7,46,1,8.7,41
C-299945,8809,MA,42.4621,-72.3937,7/11/2007,Forested Upland,Mixed Forest,8-May,<1,1.89,4,154,0.7,0.59,41.1,N.D.,41.1,0.29,0.2,12.7,2.1,16,<5,19.2,0.66,5.67,0.26,0.04,0.46,6.5,6,0.09,98,1.28,0.4,3.7,10.7,390,207,22.7,0.09,1.93,3.6,1.6,6.8,43.4,<0.1,2,0.1,0.2,0.8,26,0.7,6.1,34
C-300050,10025,MA,42.1933,-70.8383,7/14/2007,Forested Upland,Mixed Forest,10-Aug,<1,3.51,5.6,335,1.2,0.24,13.9,N.D.,13.9,0.48,<0.1,28.6,2.6,21,<5,6.7,1.22,8.87,0.15,0.03,1.15,13.9,8,0.17,194,1.28,1.02,10.2,12.1,410,92.2,37.7,0.06,1.46,4.2,0.7,3.8,111,<0.1,3.9,0.24,0.3,1.3,88,0.7,5.8,26
C-300049,11625,MA,42.2623,-71.5242,7/13/2007,Forested Upland,Deciduous Forest,13-May,<1,3.38,5.7,256,1.2,0.23,21.2,N.D.,21.2,0.5,0.1,36.9,2.5,20,<5,7.3,1.2,8.21,0.21,0.03,1.02,17.4,9,0.2,208,1.1,0.76,6.9,8.1,670,75.8,45.6,0.08,1.03,5,0.9,3.9,86.3,<0.1,6.1,0.2,0.2,1.6,45,0.8,8,29
C-299981,12905,MA,42.1721,-72.547,7/11/2007,Forested Upland,Mixed Forest,8-Mar,<1,3.77,2.5,364,1.3,0.18,13.8,N.D.,13.8,0.82,0.2,27.6,3.6,30,<5,9.6,1.36,9.41,0.2,0.03,1.05,13.2,7,0.26,351,1.22,0.94,5.4,15.4,520,85.8,44.4,0.06,0.78,6.2,0.5,3.1,142,<0.1,4.1,0.18,0.4,1.1,49,0.7,9.7,36
C-299994,13097,MA,42.6385,-70.7745,7/14/2007,Planted/Cultivated,Urban/Recreational Grasses,0-8,<1,6.26,11.9,369,2.5,0.28,2.96,N.D.,2.96,0.85,0.2,94.9,12.4,52,<5,14.7,3.15,18.9,0.06,0.08,1.89,44.4,34,0.75,675,1.3,1.32,29.2,25.3,800,36.9,108,0.04,0.73,11.9,0.4,3.4,118,<0.1,10.1,0.33,0.5,2.4,72,1.2,24.1,82
C-320882,444,MD,39.3912,-76.829,7/6/2008,Forested Upland,Deciduous Forest,0-18,<1,4.47,15.7,302,2.5,0.3,3.97,N.D.,3.97,0.53,0.5,56.6,184,3060,<5,27.8,8.88,12,0.18,0.05,0.63,33.2,21,4.59,1870,1.26,0.17,9.2,1980,1340,164,43.8,0.05,1.81,16.4,0.6,6.8,38.8,<0.1,6.5,0.32,0.4,2,114,1.1,24.4,213
C-320888,756,MD,38.536,-75.9298,7/10/2008,Forested Upland,Mixed Forest,30-Oct,<1,1.54,1.8,188,0.4,0.07,3.68,N.D.,3.68,0.05,<0.1,19.4,1.1,7,<5,4.7,0.24,4.68,0.06,<0.02,0.46,9.8,7,0.05,45,0.38,0.16,5.5,4,290,21,20.5,0.04,0.28,1.7,0.3,0.7,29.2,<0.1,2.5,0.18,0.2,0.9,17,0.3,3.3,8
C-320880,2492,MD,39.5936,-77.1964,7/6/2008,Planted/Cultivated,Fallow,0-20,<1,6.4,6.8,481,2.3,0.28,1.18,N.D.,1.18,0.56,0.2,55.7,17.2,68,<5,9.9,4.09,18,0.04,0.07,1.61,27.7,33,0.7,827,0.76,0.62,16,27.1,920,27.8,92,0.02,0.56,12.8,0.4,2.7,62.6,<0.1,11.1,0.5,0.6,3.3,99,1.4,15.8,77
C-320881,2548,MD,38.8553,-75.7829,7/10/2008,Planted/Cultivated,Row Crops,0-21,<1,2.24,3.8,420,0.6,0.07,0.71,N.D.,0.71,0.15,<0.1,44.8,2.9,9,<5,4.9,0.82,6.02,0.01,<0.02,1.1,22.2,10,0.11,178,0.36,0.2,9.3,5.5,430,16.3,42.3,0.01,0.21,2.6,<0.2,1.6,59.4,<0.1,4.9,0.32,0.3,1.5,22,0.4,11,23
C-320891,2940,MD,39.6505,-78.8318,9/19/2008,Forested Upland,Deciduous Forest,25-May,<1,8.35,13.9,497,3,0.39,1.99,N.D.,1.99,0.02,<0.1,85.4,9.6,64,10,26.9,4.06,22.1,0.04,0.09,2.71,44.4,53,0.37,122,0.88,0.15,15.8,25.4,810,17.1,168,0.02,1.41,14.8,0.3,3.5,121,<0.1,14.2,0.49,0.9,3.2,109,1.9,16.1,76
C-320883,4540,MD,39.1807,-76.9614,7/6/2008,Planted/Cultivated,Row Crops,0-16,<1,6.74,4.8,1000,2.4,0.12,2.79,N.D.,2.79,0.21,0.2,205,12.3,38,<5,16.2,3.56,23.3,0.03,0.12,2.8,154,16,0.26,593,6.69,0.17,27.7,17.9,820,52.3,132,0.04,0.41,12,0.4,1.7,70.7,<0.1,23.4,0.42,1,2.5,47,0.6,131,98
C-320884,4852,MD,38.1328,-75.7937,7/10/2008,Planted/Cultivated,Pasture/Hay,0-25,<1,1.88,3.7,295,0.9,0.07,2.37,0.5,1.9,2.57,0.1,35.4,2.6,11,<5,7.7,0.67,4.59,0.04,<0.02,0.63,22.5,10,0.12,353,0.38,0.17,6.5,6.8,1190,13.3,29.1,0.03,0.21,2.1,<0.2,1.5,135,<0.1,3,0.21,0.2,0.9,18,0.3,18.2,31
C-320885,5564,MD,39.4226,-77.5685,7/11/2008,Planted/Cultivated,Row Crops,0-10,<1,6,6.1,491,1.4,0.12,1.24,N.D.,1.24,1.27,0.1,72.6,33.9,59,<5,41.3,5.1,18.4,0.03,0.09,1.58,31,15,0.64,1580,1.34,1,22.3,21.4,950,23.6,63.6,0.02,0.45,17.4,0.4,1.8,118,<0.1,6.4,1.2,0.5,2.4,177,0.7,23.2,69
C-320886,7356,MD,39.2473,-76.0558,7/7/2008,Planted/Cultivated,Pasture/Hay,0-8,<1,2.57,5.1,270,0.9,0.1,2.72,N.D.,2.72,0.3,0.1,53.8,4.5,24,<5,9.2,1.25,7.08,0.02,0.02,0.84,22.4,14,0.18,167,0.44,0.17,8.2,9.1,730,46.9,39.5,0.03,0.56,3.8,<0.2,1.1,40.2,<0.1,6,0.27,0.3,1.9,33,0.5,11.6,31
C-320889,8636,MD,39.4268,-75.9741,7/7/2008,Herbaceous Upland,Grasslands/Herbaceous,0-7,<1,4.85,7.7,351,1.9,0.2,0.62,N.D.,0.62,0.14,0.3,81.8,9.4,38,<5,15.4,2.53,15.2,0.03,0.06,1.33,40.3,35,0.34,273,0.73,0.46,13.9,20.1,320,21.2,81.1,0.04,0.56,10.3,0.2,2.5,64.8,<0.1,11.6,0.38,0.5,3.2,67,1.1,20.2,67
C-320890,8892,MD,38.7125,-76.5707,7/10/2008,Planted/Cultivated,Urban/Recreational Grasses,0-5,<1,1.72,4,158,0.5,0.08,3.18,N.D.,3.18,0.16,0.1,35.9,2.3,15,<5,6.3,0.91,4.78,0.03,0.02,0.48,18.1,12,0.13,258,1.13,0.11,6.7,6,430,15.2,30,0.03,0.4,3,0.2,0.9,30.7,<0.1,4.3,0.22,0.2,1.5,26,0.4,7.6,29
